dissimilarity_1_0,contrast_1_0,energy_1_0,homogeneity_1_0,correlation_1_0,ASM_1_0,dissimilarity_1_45,contrast_1_45,energy_1_45,homogeneity_1_45,correlation_1_45,ASM_1_45,dissimilarity_1_90,contrast_1_90,energy_1_90,homogeneity_1_90,correlation_1_90,ASM_1_90,dissimilarity_1_135,contrast_1_135,energy_1_135,homogeneity_1_135,correlation_1_135,ASM_1_135,dissimilarity_3_0,contrast_3_0,energy_3_0,homogeneity_3_0,correlation_3_0,ASM_3_0,dissimilarity_3_45,contrast_3_45,energy_3_45,homogeneity_3_45,correlation_3_45,ASM_3_45,dissimilarity_3_90,contrast_3_90,energy_3_90,homogeneity_3_90,correlation_3_90,ASM_3_90,dissimilarity_3_135,contrast_3_135,energy_3_135,homogeneity_3_135,correlation_3_135,ASM_3_135,dissimilarity_5_0,contrast_5_0,energy_5_0,homogeneity_5_0,correlation_5_0,ASM_5_0,dissimilarity_5_45,contrast_5_45,energy_5_45,homogeneity_5_45,correlation_5_45,ASM_5_45,dissimilarity_5_90,contrast_5_90,energy_5_90,homogeneity_5_90,correlation_5_90,ASM_5_90,dissimilarity_5_135,contrast_5_135,energy_5_135,homogeneity_5_135,correlation_5_135,ASM_5_135,kategoria
0.44266732283464566,0.6566190944881889,0.2755723773469277,0.7969885660302231,0.9582484157201964,0.0759401351566375,0.5405790811581623,0.9263438526877055,0.2595491331149856,0.7608201163829,0.9412166774718814,0.06736575250074052,0.40637303149606296,0.5814468503937008,0.2813335088196599,0.8118602899311773,0.9633793666542971,0.07914854318478166,0.44266732283464566,0.6566190944881889,0.2755723773469277,0.7969885660302231,0.9582484157201964,0.0759401351566375,0.9883124999999999,2.6321875,0.21508458092835245,0.6259109585694599,0.8296474895468329,0.04626137695312499,0.9544126984126985,2.5506031746031743,0.2164235696536717,0.6347972140142026,0.837009653544672,0.04683916150163769,0.9388976377952756,2.4131653543307086,0.21568583504894076,0.6354974933961774,0.8471627437656088,0.04652037944075889,0.9883124999999999,2.6321875,0.21508458092835245,0.6259109585694599,0.8296474895468329,0.04626137695312499,1.3384781504065042,4.42676575203252,0.19376073191849028,0.5482072568018233,0.709905835814946,0.03754322123358905,1.1339354838709677,3.4303225806451616,0.20421542969953893,0.5913057640487577,0.7784874305575357,0.04170394172736733,1.1692908346134152,3.498015873015873,0.20069217951863924,0.5791243139855095,0.776319456347141,0.04027735091994172,1.3384781504065042,4.42676575203252,0.19376073191849028,0.5482072568018233,0.709905835814946,0.03754322123358905,tekstura1
0.4968626968503937,1.0426304133858266,0.28595727310502045,0.7907914565043968,0.9641956728504077,0.08177156204165924,0.6074152148304297,1.4807489614979232,0.2689132715525606,0.7525041429864385,0.949165351162105,0.07231434761710122,0.462290846456693,0.93214812992126,0.28999170874285535,0.8018202855506155,0.9678323003824372,0.08409519113960104,0.4968626968503937,1.0426304133858266,0.28595727310502045,0.7907914565043968,0.9641956728504077,0.08177156204165924,1.1338750000000002,4.722250000000001,0.2252815512725132,0.6234013738004932,0.8394781103553763,0.05075177734374999,1.0875555555555556,4.004126984126984,0.22752980030693737,0.62422818354254,0.8631034729435947,0.051769810027714795,1.0871181102362204,4.466897637795276,0.22819919443710726,0.6333135170642894,0.8464009243381835,0.05207487234174469,1.1338750000000002,4.722250000000001,0.2252815512725132,0.6234013738004932,0.8394781103553763,0.05075177734374999,1.563262195121951,8.070503048780488,0.2045669375318195,0.5460739373304574,0.7282335784000543,0.04184763193114734,1.3011612903225807,5.315096774193549,0.2154735848423846,0.5819288152400262,0.8186452926121558,0.04642886576482831,1.360279057859703,6.677099334357399,0.2142572709122611,0.5834607276886558,0.7706553845734649,0.04590617813877005,1.563262195121951,8.070503048780488,0.2045669375318195,0.5460739373304574,0.7282335784000543,0.04184763193114734,tekstura1
0.19746555118110237,0.20164862204724412,0.6205617603660898,0.9016855314960632,0.6650382642304512,0.3850968984286602,0.25339450678901354,0.2677785355570711,0.5959615979603755,0.8747323965236166,0.5564837529284138,0.3551702262434843,0.19229822834645668,0.19931102362204728,0.6228361143584743,0.9045521653543307,0.6703198272189624,0.38792482534916245,0.19746555118110237,0.20164862204724412,0.6205617603660898,0.9016855314960632,0.6650382642304512,0.3850968984286602,0.36681250000000004,0.4178125000000001,0.5577903094325636,0.821658455882353,0.30696835832055475,0.311130029296875,0.3878095238095238,0.4382222222222222,0.5488562293477475,0.8111096171802055,0.27715638222110517,0.3012431604938272,0.3773228346456693,0.4359055118110236,0.5533712150585747,0.8171257063455304,0.28062331947897207,0.30621970165540335,0.36681250000000004,0.4178125000000001,0.5577903094325636,0.821658455882353,0.30696835832055475,0.311130029296875,0.4347688008130081,0.5071773373983739,0.5411422267505998,0.7897936842419896,0.15965396744838134,0.29283490957259756,0.4223870967741935,0.48225806451612907,0.5400829415625987,0.7947546635527661,0.20603360053467748,0.29168958376690945,0.4084741423451101,0.47183819764464924,0.5442656978993351,0.8020426863880374,0.22236966290673787,0.2962251499098503,0.4347688008130081,0.5071773373983739,0.5411422267505998,0.7897936842419896,0.15965396744838134,0.29283490957259756,tekstura1
0.18762303149606296,0.1967273622047244,0.6742671521552196,0.9070989173228347,0.6545772290138212,0.45463619247551,0.2462024924049848,0.2648025296050592,0.6489535356996534,0.8787324986414679,0.5347256502223376,0.4211406914970814,0.18626968503937008,0.19463582677165353,0.6740251205166612,0.9077017716535433,0.658366748650082,0.4543098630874996,0.18762303149606296,0.1967273622047244,0.6742671521552196,0.9070989173228347,0.6545772290138212,0.45463619247551,0.33968750000000003,0.39756250000000004,0.6178809332357247,0.8358419400452489,0.30075733643054986,0.38177684765625003,0.3582857142857143,0.41720634920634925,0.6107089618877454,0.8266954248366013,0.26904820150133946,0.3729654361300076,0.3538897637795275,0.41600000000000004,0.6115000886023786,0.8290352009043996,0.27111300675734634,0.3739323583607168,0.33968750000000003,0.39756250000000004,0.6178809332357247,0.8358419400452489,0.30075733643054986,0.38177684765625003,0.390625,0.46277947154471544,0.602607802736311,0.8118222441415589,0.18695853835834078,0.36313616391868475,0.3838064516129033,0.4523225806451613,0.6044554863375629,0.8149210626185959,0.2074841650985282,0.3653664349635796,0.3839605734767025,0.45794930875576034,0.6033574988674918,0.8152847863711241,0.19890751033686188,0.3640402714396354,0.390625,0.46277947154471544,0.602607802736311,0.8118222441415589,0.18695853835834078,0.36313616391868475,tekstura1
0.179564468503937,0.18411663385826774,0.6343075394239287,0.9106729822834645,0.6890152362867364,0.40234605457003886,0.23746047492094985,0.2506045012090024,0.6079614793727997,0.8825841651683304,0.5776090032996991,0.3696171604011631,0.17685777559055116,0.1806717519685039,0.6351314915007262,0.9119525098425196,0.6954636298488531,0.40339201149593706,0.179564468503937,0.18411663385826774,0.6343075394239287,0.9106729822834645,0.6890152362867364,0.40234605457003886,0.33456250000000004,0.3738125,0.5720058695885472,0.8365707861990952,0.3686166066625588,0.32719071484375006,0.36393650793650795,0.40368253968253964,0.5602403472275338,0.8219884220354808,0.32212495442856826,0.31386924666162763,0.33492913385826767,0.3733543307086614,0.5702514690252678,0.8363423807318203,0.3731901343838237,0.325186737925476,0.33456250000000004,0.3738125,0.5720058695885472,0.8365707861990952,0.3686166066625588,0.32719071484375006,0.3891006097560975,0.44385162601626016,0.5559568292459213,0.8108799617407939,0.2519311110454739,0.3090879959851785,0.39729032258064517,0.4509677419354839,0.5510293385527578,0.8066861480075901,0.24485332465059279,0.30363333194588976,0.3676395289298515,0.4137224782386073,0.5588764460106791,0.8207523869762958,0.3077331946481089,0.3123428819055275,0.3891006097560975,0.44385162601626016,0.5559568292459213,0.8108799617407939,0.2519311110454739,0.3090879959851785,tekstura1
0.18940698818897636,0.19420521653543305,0.5730976985362016,0.9057763287401575,0.7183727706516244,0.32844097206749107,0.2553785107570215,0.27038254076508156,0.5420805008999147,0.8737333172599572,0.6081128027625234,0.2938512694559024,0.19445127952755906,0.20441683070866143,0.5714134192743349,0.9037448616257526,0.7033967739135287,0.3265132957267868,0.18940698818897636,0.19420521653543305,0.5730976985362016,0.9057763287401575,0.7183727706516244,0.32844097206749107,0.3724375,0.4313125,0.49939870876134634,0.8193913518099546,0.37637483879980616,0.2493990703125,0.41193650793650793,0.4735238095238095,0.48691161273818434,0.8000366510013569,0.3152877569894003,0.2370829186192996,0.39124409448818903,0.44919685039370066,0.4929433876809454,0.8099946841486443,0.3495029752141942,0.24299318345836687,0.3724375,0.4313125,0.49939870876134634,0.8193913518099546,0.37637483879980616,0.2493990703125,0.4419461382113821,0.5185467479674797,0.48009423321964617,0.7865069620718831,0.2507287547141901,0.23049047277075999,0.4563225806451613,0.5321935483870969,0.4762035478013636,0.7793024959859874,0.23183396551924937,0.2267698189386056,0.43266769073220684,0.5069124423963134,0.4822410220243341,0.7908796769328079,0.2669629672527519,0.2325564033230743,0.4419461382113821,0.5185467479674797,0.48009423321964617,0.7865069620718831,0.2507287547141901,0.23049047277075999,tekstura1
0.21505905511811024,0.22957677165354334,0.5532766800094494,0.8938851676345887,0.7197272765877666,0.3061150846422787,0.27825655651311304,0.3073966147932296,0.5256407443565075,0.8636037370007967,0.6257822671661466,0.2762981921276633,0.20398622047244092,0.21505905511811024,0.5583361914454624,0.8990684121922543,0.7375314840195352,0.3117393026778241,0.21505905511811024,0.22957677165354334,0.5532766800094494,0.8938851676345887,0.7197272765877666,0.3061150846422787,0.41518749999999993,0.5104375,0.47877658419990116,0.801113919683258,0.3783044687875095,0.22922701757812503,0.44196825396825407,0.5368253968253969,0.47005287813058977,0.78786151835093,0.3502060718914098,0.22094970823885107,0.41795275590551173,0.5007244094488189,0.47627628927567606,0.7986552235721667,0.39316862389881974,0.22683910372620744,0.41518749999999993,0.5104375,0.47877658419990116,0.801113919683258,0.3783044687875095,0.22922701757812503,0.49021849593495936,0.6178861788617885,0.4590794228288678,0.7664925965303017,0.2516052231374796,0.2107539164648864,0.4834838709677419,0.6016774193548388,0.460478801169764,0.7692416406364033,0.2740398388021214,0.212040726326743,0.46473374295954945,0.570084485407066,0.463843680161295,0.7772049231878222,0.31150237335521136,0.21515095962557376,0.49021849593495936,0.6178861788617885,0.4590794228288678,0.7664925965303017,0.2516052231374796,0.2107539164648864,tekstura1
0.17507381889763776,0.1809793307086614,0.6693513561511781,0.9130449571560908,0.6804255188349551,0.4480312379814213,0.23566247132494264,0.24831049662099325,0.6423865594969409,0.8834335668671338,0.5627510798383979,0.41266049182231673,0.17390501968503935,0.1782111220472441,0.6686500335686084,0.9134781003937008,0.687422062945215,0.4470928673913012,0.17507381889763776,0.1809793307086614,0.6693513561511781,0.9130449571560908,0.6804255188349551,0.4480312379814213,0.33125000000000004,0.37887499999999996,0.6102347028628615,0.8390933823529413,0.3295382436592347,0.37238639257812495,0.3597460317460317,0.4142222222222222,0.5978619266569255,0.8254801407742582,0.27478470027426805,0.35743888334593094,0.33858267716535434,0.38418897637795274,0.6035428746062727,0.8352337193144974,0.32858727908039526,0.364264001488003,0.33125000000000004,0.37887499999999996,0.6102347028628615,0.8390933823529413,0.3295382436592347,0.37238639257812495,0.3871316056910569,0.45687245934959353,0.5942788492184004,0.813183417715116,0.18899178149668208,0.3531673506283462,0.3921290322580645,0.46438709677419354,0.5901899357408086,0.8109924390599912,0.18907636460075605,0.3483241602497398,0.3705837173579109,0.4297235023041475,0.5941840347765056,0.8205498328363604,0.2504067008249293,0.3530546671832876,0.3871316056910569,0.45687245934959353,0.5942788492184004,0.813183417715116,0.18899178149668208,0.3531673506283462,tekstura1
0.1921751968503937,0.19721948818897636,0.6545163037156296,0.9044168307086613,0.6821094188131449,0.4283915918295704,0.2447144894289789,0.2558745117490235,0.6311890658423621,0.878758757517515,0.5885642459794469,0.39839963683895374,0.18651574803149606,0.1919291338582677,0.6563281946700503,0.9072834645669291,0.6929588208158831,0.43076669911884746,0.1921751968503937,0.19721948818897636,0.6545163037156296,0.9044168307086613,0.6821094188131449,0.4283915918295704,0.3458125,0.3863125,0.595613932871999,0.8311349264705883,0.37095596860655833,0.3547559570312501,0.3644444444444444,0.4128253968253969,0.588695385998218,0.8226069094304389,0.3345738325085172,0.3465622574955909,0.3479685039370079,0.3911811023622047,0.5937979811418063,0.8303192218619732,0.3727384799194998,0.35259604240808484,0.3458125,0.3863125,0.595613932871999,0.8311349264705883,0.37095596860655833,0.3547559570312501,0.3922764227642277,0.45109247967479676,0.5849340029557721,0.809743394308943,0.26219152944825697,0.3421477878138633,0.392258064516129,0.4494193548387097,0.5809400935549962,0.8095870967741935,0.27243870906114154,0.3374913922996878,0.3810163850486431,0.4277393753200205,0.5827218910388011,0.8141550706304027,0.3106935696258537,0.33956480229583647,0.3922764227642277,0.45109247967479676,0.5849340029557721,0.809743394308943,0.26219152944825697,0.3421477878138633,tekstura1
0.19943405511811024,0.20533956692913385,0.648488428965936,0.9008735236220473,0.6897164966610336,0.4205372425027077,0.25395250790501583,0.26746853493706985,0.6259039602970276,0.8743753487506976,0.5960795761799118,0.39175576751550306,0.19186761811023623,0.19777312992125984,0.6525753037022032,0.9046567421259841,0.7008637805712877,0.42585452700202275,0.19943405511811024,0.20533956692913385,0.648488428965936,0.9008735236220473,0.6897164966610336,0.4205372425027077,0.36787499999999995,0.432,0.5883487154209653,0.8224397058823529,0.34763335583590843,0.34615421093750004,0.3843809523809524,0.4516825396825397,0.5817505853131733,0.8145217553688142,0.3175410185284366,0.33843374351221966,0.36762204724409453,0.4313700787401575,0.5862417275618704,0.8224837424733673,0.34852748706787023,0.3436793631347263,0.36787499999999995,0.432,0.5883487154209653,0.8224397058823529,0.34763335583590843,0.34615421093750004,0.41133130081300817,0.5038109756097562,0.5772943775999869,0.8035464490674318,0.2408179799802166,0.3332687984085562,0.4212258064516129,0.505741935483871,0.5711002725721166,0.7977749525616699,0.23584276388718725,0.3261555213319459,0.39650537634408606,0.47087813620071683,0.5771255748298258,0.8091098680994318,0.2876207165948524,0.3330739291226569,0.41133130081300817,0.5038109756097562,0.5772943775999869,0.8035464490674318,0.2408179799802166,0.3332687984085562,tekstura1
